Product Names,Product URLs,Product Prices,Product Rating,No. Of Review,Description,ASIN,Manufacturer
"with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_163?keywords=bags&qid=1690393329&sr=8-163,398.0,4.1,19.0,"The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps, This makes this product a suitable alternative to bulky and unsightly backpacks, The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease    Utility - Black color backpack for men for stylish office use as well as for trendy college and school students. Huge compartment size that can fit up to a 15.6 inch laptop with ease, Multiple pockets for other accessories and water bottle. Padded Handle provided on top of the bag as well as padded shoulder straps provided to ensure comfort and ease while carrying this backpack.    Make - Made of extremely light weight fabric but do not let that fool you as it is one of the most durable fabrics and can easily take all the weight you stuff inside this bag comfortably.    Capacity: 25 liters; Weight: 440 grams; Dimensions: 30 cms x 19 cms x 42 cms (LxWxH)    Warranty: 10 Days No Questions asked Return Policy. 1 Year Manufacturer Warranty Against Manufacturing Defects.",B07MXM5M99,Fur Jaden
uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable,https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_164?keywords=bags&qid=1690393329&sr=8-164,249.0,3.9,33.0,"INNOVATIVE DESIGN: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. The all new Informal is a versatile semi-formal laptop bag handcrafted to accommodate all your professional belongings. Material of Laptop Messenger Bag is Premium Canvas which is waterproof, YKK Zippers and Comfortable shoulder strap and grabs handles.    SPACIOUS: 2 compartments for up to a 15” laptop or tablet, hard disk, file, notebook, cheque book and other documents. 3 internal open pockets for a mobile phone, charger or a power bank and other utilities. 1 quick-access vertical zipper in the front.    TRAVEL FRIENDLY: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.    COMPATIBLE for all the major brands of 15.6"" Laptops    MADE IN INDIA with 1 Yr Warranty    
 See more product details",,
"with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjgzNzg1OTIyODM2NDEzOjE2OTAzOTMzMjk6c3BfYnRmOjIwMTYyNTQzNzA3MDk4OjowOjo&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsr_1_165_sspa%3Fkeywords%3Dbags%26qid%3D1690393329%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,564.0,4.4,178.0,,,
Kuber Industries Rexine Jumbo Attachi Travel Blanket Cover|Travel Duffle|Storage Carrying,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MjgzNzg1OTIyODM2NDEzOjE2OTAzOTMzMjk6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_166_sspa%3Fkeywords%3Dbags%26qid%3D1690393329%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,889.0,3.9,93.0,Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material,,
|Travel Multi-Purpose,https://aax-eu.amazon.in/x/c/RLvSh7YHfYd_AIcvCpU78_YAAAGJk0tA_QMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICC2KbR1/https://www.amazon.in/JD-Expandable-Waterproof-Sakura-Pink/dp/B0BRNP6M1D/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BRNP6M1D&pd_rd_r=256923a1-6376-484b-98fe-942ef96480d1&pd_rd_w=OPWb3&pd_rd_wg=zgzko&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=4HZHBZ4H29ZC9TKATTA1&qid=1690393329&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-145-06195d41-65bd-48f4-8e70-03d97b6094ec,1279.0,4.3,7.0,"Made up of long lasting durable water resistant & Waterproof Nylon Material. It is good to use as small Travel bags for women and ladies.    NORMAL DIMENSION:41 x 22 x 26 CM    ZIP CLOSURE - This travel duffel Bag comes with 2 inside small pocket + 1 Main pocket + 1 small Dry wet pocket + 1 Front Small Zipper Pocket. It is mostly suitavble for carry cosmetics and other essensial items with different pockets.    EASY TO CARRY - Handbag you can carry it by hand or carry it on your shoulder, or you can easily place it on your luggage through the fixed belt design on the back, which is convenient for storage and transportation, and makes travel more convenient.    WIDE RANGE OF APPLICATIONS - Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping. Suitable for women, men, teens and big kids, great idea as personal item for airline travel and emergency spare bag in the suitcase.",B0BRNP6M1D,M/s JD Fresh
|Size 58 x 48 x 34 CM (Grey) CTKTC034726,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTI1NDI3MjU0Nzk1MDMxOjE2OTAzOTMzMzE6c3BfYXRmX25leHQ6MjAxMzQwNDc5MTM1OTg6OjA6Og&url=%2FSkating-Resistant-College-Backpack-Computer%2Fdp%2FB09791YC3D%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dbags%26qid%3D1690393331%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,399.0,4.2,29.0,,,
AUXTER Faux Leather 23 Cms Duffle,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTI1NDI3MjU0Nzk1MDMxOjE2OTAzOTMzMzE6c3BfYXRmX25leHQ6MjAxNTk1MzI1NDI2OTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dbags%26qid%3D1690393331%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,915.0,4.7,2654.0,"2 Large Compartments 1 Easy access front Pocket with organizer section & 2 mesh side pocket    Capacity : 36 L ; Dimensions : 13X9X19 Inch (LXWXH)    Pretty much everything on this backpack is heavily padded. The laptop compartment is also super protective, so there's no need to worry about your laptop getting all banged and damaged. These bags are made of long lasting fabric and their stylish designs help you to make the best impression. It's features are such to make sure that every day is bright and organized.    Laptop pocket designed for your laptops to give them maximum security. It comes with Ipad Pocket and Pen Pocket which aids in organising your things systematically. A comfortable breathable back and straps to strengthen your shoulder and hence ensures durability.    A roller bag sleeve added feature to make your travelling even more comfortable and convenient. It is water resistance also so that your backpack never loses its good look.",,
(AUX_GB_LE_Black -SE__0521_Black),https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_163?keywords=bags&qid=1690393331&sr=8-163,967.0,4.2,82.0,Care Instructions: Hand Wash Only    1)Spacious Compartment 2) Laptop Compatible 3) Front Quick Access Pocket 4) Power Bank Pocket,B0B5YHC1W5,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
NIVIA Deflate Round 01 Polyester Gym,https://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHL52MK/ref=sr_1_164?keywords=bags&qid=1690393331&sr=8-164,699.0,3.7,285.0,"MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 2 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets, 4 lash points for yoga mat/help and 1 chest belt pocket to keep valuables; Age Range Description: Adult; Color Name: Mblue; Compartment Description: Greater Than 17 Inches; Pattern Name: Solid; Style Name: Casual Backpack; Pocket Description: Zipper Pocket.    PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop sleeve with holder to secure upto 17.3"" Laptops. Compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser of this backpack for men is neatly organise and store your keys, cables, stationary and other valuables from theft. This laptop bag cum backpack can be used for office, college, school or even for hiking or trekking.    INBUILT RAIN COVER – The Laptop bag for men has inbuilt raincover pocket at the bottom with Rain cover provided to help you protect your stuff from rain and dust. The Raincover is made of premium imported polyester fabric that can withstand heavy rains.    BEST BACK SUPPORT - We have designed the laptop bag keeping your comfort in mind. In this backpack for men there are 2 load lifters on the backside to adjust your shoulder position based on weight. 2 Side load compression straps help to adjust the size of bag. Shoulder has 12MM high density padding, with adjustable sternum straps for chest support and adjustable padded hip belt for weight balancing on chest and hips.    WATER RESISTANT WITH 1 YEAR WARRANTY – This Laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner also suitable for Hiking or trekking. Size: 21 inch X 14 inch X 10.5 inch. Capacity : 50 litres. This Bag/Backpack is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.",B08NHL52MK,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
/Unisex Gym,https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4KWQ6/ref=sr_1_165?keywords=bags&qid=1690393331&sr=8-165,479.0,3.9,6133.0,"Care Instructions: Hand Wash Only    The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.    MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex    LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.    NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.    The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.    The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.",B0C2D4KWQ6,‎Tabelito Trade India
/Adjustable Shoulder,https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_166?keywords=bags&qid=1690393331&sr=8-166,387.0,4.5,1863.0,"Product Size -14x11x4 Inch / 35.56 x 28 x 10 cm , Product Color - Dark Grey , Materil Type Name - Khadi Fabric.Smooth Zipper and Flap Closure. Material Feature - Water and Scratch Resistance    Design for 14.1 inch laptop with Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well. Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.    It's a perfect messanger sling bag for working, short traveling, school and daily using.Adjustable Crossbody Shoulder Strap: Carry your crossbody bag securely thanks to the fully adjustable strap.    Number of Compartments: 1 zipper and 1 open Pocket on flap & 2 Zipper Compartment inside. and seperate Laptop padded Compartment inside the zipper compartment.    Made in India product , Consisting of good stitching and Smooth zippers, this sling ensures long lasting durability & strength.You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use.",B09KV7Y3KL,
for Men/Duffle Gym,https://www.amazon.in/POLE-STAR-Casual-Backpack-compartment/dp/B07D6NDHVG/ref=sr_1_167?keywords=bags&qid=1690393331&sr=8-167,327.0,4.3,591.0,"Outer and Inner Material: Polyester, Color: Red and Black <br>    Volume: 30 Liters; Product Dimensions (L x W x H): 46 cm x 32 cm x 20 cm; Handle Type: Loop Handle <br>    Closure Type: Zipper; Strap Type: Ergonomic Curved Padded Shoulder Straps <br>    12 months warranty for manufacturing Defects <br>    Style Name: Daypack Backpacks; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket; Age Range Description: Adult; Pattern Name: Solid <br>",B07D6NDHVG,No
for Men/Carry Gym Accessories/Fitness,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_168?keywords=bags&qid=1690393331&sr=8-168,799.0,4.6,309.0,"Care Instructions: Hand Wash Only    Care Instructions: Wipe with Damp Cloth    This business laptop backpack design with separate laptop compartment to hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Macbook/Laptop. 2 spacious packing compartments roomy for iPad,mouse,charger,binders,books,clothes,ect. Front compartment with many pockets, pen pockets and key fob hook, make your items organized and easier to find.    Night Vision Reflective Design: night vision reflective material in the front of the bag,it would be noticed easily while you are running or bicycling at night, keeping you safe.    USB PORT-With outside USB charger and inside charging cable ,this usb backpack offers you a more convenient way to charge your phone/electronic device while walking. Please kindly noted that usb charging port only offers an easy access to charge, this backpack do not provide power itself.    Superior Material&Solid: Made with durable, Water resistant Polyester to withstand harsh conditions and easy to clea makes this backpack simple but look stylish. Perfect for college school, business trips, hiking, camping, office work and everyday use.",B09H7PK5ML,1
/Sports &Travel,https://www.amazon.in/Mokobara-Transit-Backpack-Laptop-Sunray/dp/B09V7R98XC/ref=sr_1_169?keywords=bags&qid=1690393331&sr=8-169,1359.0,4.0,71.0,"Care Instructions: Wipe with Damp Cloth    CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Water resistant: Yes    MOST FEATURE RICH BACKPACK: Front bucket pocket: Slip pockets, Zippered pocket, Flat opening tech compartment: Pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 15.6"" laptop inTransit Backpack - 30L & 15"" laptop in Transit Backpack - 20L    INDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment buckles    MAXED OUT STORAGE: Dimension: Transit Backpack - 30L (48 x 31 x 16 cm), Capacity: 30L    MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Care Instruction : Wipe with damp cloth",B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore."
